file,label,statement,subject,speaker,job_title,state_info,party_affiliation,barely_true,false,half_true,mostly_true,pants_fire,context,Cohere-Command-R-Plus
3215.json,False,Four state Assembly Democrats scored a death blow to northeast Wisconsins economy by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.,"environment,jobs",scott-suder,state Assembly majority leader,Wisconsin,republican,0.0,0.0,0.0,0.0,1.0,a news release,"conspiracy, discredit"
7135.json,False,"If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations.","health-care,retirement",association-mature-american-citizens,,"Washington, D.C.",organization,0.0,0.0,0.0,0.0,1.0,a direct mail letter,"Conspiracy, Emotion, Discredit"
6141.json,False,Federal health care reforms amounted to the government takeover of health care.,health-care,tommy-thompson,,Wisconsin,republican,6.0,8.0,2.0,5.0,3.0,a television ad,conspiracy
8963.json,False,Mitch McConnell voted with Harry Reid to infringe on our gun rights.,"congress,guns",matt-bevin,Investment manager,Kentucky,republican,0.0,1.0,0.0,1.0,1.0,a television ad,"conspiracy, discredit"
12702.json,False,The Cleveland police has issued a stand down order to officers.,public-safety,mike-cernovich,blogger,California,none,0.0,0.0,0.0,0.0,1.0,his blog,conspiracy
6262.json,False,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority.,campaign-finance,democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a news release,"conspiracy, discredit"
9708.json,False,The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.,"afghanistan,immigration,terrorism",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,"comments on CNN's ""State of the Union""","conspiracy, discredit"
11910.json,False,"Says Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.",foreign-policy,ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,a GOP debate on CBS,conspiracy
2442.json,False,A bill by Earl Blumenauer would mandate GPS tracking devices on all our vehicles.,"privacy,transportation",delia-lopez,Real estate investor,Oregon,republican,0.0,0.0,0.0,0.0,1.0,a statement on campaign website,Conspiracy
13467.json,False,A picture shows former President Bill Clinton naked with another woman.,fake-news,political-insider,,,none,0.0,0.0,0.0,0.0,1.0,a post on their website,"Conspiracy, discredit"
3674.json,False,"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.","elections,energy",troy-fraser,"Businessman, investor",Texas,republican,0.0,0.0,0.0,0.0,1.0,a Texas Senate committee hearing.,conspiracy
12873.json,False,"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",elections,viral-image,,,none,5.0,5.0,0.0,3.0,15.0,a viral image,conspiracy
9683.json,False,Im not a conspiracy theorist and I never allow conspiracy theorists on my program.,pundits,peter-lavelle,Crosstalk host on RT,,journalist,0.0,0.0,0.0,0.0,1.0,"a segment on RT's ""CrossTalk""","conspiracy, impersonation"
1955.json,False,"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""","homeland-security,human-rights,immigration",michael-j-gardiner,Lawyer,Rhode Island,republican,1.0,1.0,0.0,0.0,1.0,a posting on his website,"conspiracy, discredit"
5785.json,False,Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,"elections,taxes",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email forwarded by an Austin American-Statesman reader.,conspiracy
2284.json,False,The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,"civil-rights,pundits",glenn-beck,,,none,5.0,7.0,7.0,2.0,6.0,comments on his radio program,conspiracy
6772.json,False,Says One of the states largest governments made charging this tax one of their top priorities just this year.,"message-machine-2012,taxes",Yes-on-79,,Oregon,none,0.0,0.0,1.0,0.0,1.0,a state voters' pamphlet argument,discredit
11562.json,False,"The Trans-Pacific Partnership was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.","china,trade",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the fourth GOP primary debate.,"conspiracy, emotion"
5993.json,False,Says Larry Taylor gave in-state tuition to illegal immigrants.,"education,immigration",conservative-voters-texas-pac,,,none,0.0,0.0,0.0,0.0,1.0,whylarrywhy.com,"conspiracy, discredit"
5723.json,False,About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,candidates-biography,allen-west,"U.S. representative, Florida District 22",Florida,republican,6.0,9.0,3.0,1.0,4.0,"a town hall meeting in Jensen Beach, Fla.","conspiracy, discredit"
10646.json,False,Creflo Dollar needed a $65 million Gulfstream G650 to carry thousands of pounds of food and other supplies -- as well as the Word of God -- worldwide.,"religion,transparency",juda-engelmayer,New York publicist,Georgia,none,0.0,0.0,0.0,0.0,1.0,interviews,conspiracy
9594.json,False,Fox News is banned in Canada because it violatesa law thatprevents news channels from lying to their viewers.,"ethics,foreign-policy",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,posts on Facebook,conspiracy
11832.json,False,Youve been tremendously deceived by people who say the Earth is not flat.,"corrections-and-updates,science,space",bob,Hip hop artist,,none,0.0,0.0,0.0,0.0,1.0,in a Jan. 25 tweet,"conspiracy, emotion"
9273.json,False,Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.,"state-finances,taxes",brian-wilson,Self-employed financial consultant,Oregon,none,0.0,0.0,0.0,0.0,1.0,a campaign email,"Conspiracy, Discredit"
7838.json,False,Says the word Dhimmitude is on page 107 of the health care law and means Muslims are specifically exempted from the government mandate to purchase insurance.,"health-care,religion",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,"conspiracy, impersonation"
10097.json,False,Elorza wants to teach our public school children about the non-existence of God.,"candidates-biography,education,government-regulation,legal-issues,campaign-advertising,pop-culture,religion,science,unions",Local-799-international-assoc-fire-fighters,,Rhode Island,none,0.0,0.0,0.0,0.0,1.0,in a mailer,"conspiracy, emotion"
10282.json,False,"Fluoride in the water, that was originally done by the Nazis!","corrections-and-updates,history,public-health,science,water",jesse-ventura,Author,Minnesota,independent,0.0,0.0,0.0,1.0,1.0,an interview with Salon.com,conspiracy
5653.json,False,A bill that could restrict free speech when the president is nearby was signed by President Barack Obama in secret.,"congressional-rules,legal-issues,transparency",andrew-napolitano,judge,,republican,3.0,0.0,2.0,0.0,3.0,an interview on Fox News,"conspiracy, discredit"
2894.json,False,"This town (Wilmington, Ohio) hasnt taken any money from the government. They dont want any money from the government.","economy,families,jobs,pundits",glenn-beck,,,none,5.0,7.0,7.0,2.0,6.0,his radio broadcast,conspiracy
9301.json,False,Florida Democrats just voted to impose Sharia law on women.,"islam,legal-issues,religion",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,in various social media posts,"conspiracy, emotion, trolling"
2720.json,False,Says state Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,"education,message-machine,taxes",american-federation-children,,,none,1.0,0.0,0.0,0.0,1.0,a direct mail campaign piece,"conspiracy, discredit"
9681.json,False,We know how to stop AIDS: persuade men not to have sex with men.,"gays-and-lesbians,health-care",bryan-fischer,Radio host,,none,0.0,0.0,0.0,0.0,2.0,"his ""Focal Point"" radio show","conspiracy, emotion"
5061.json,False,"Says kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years.",education,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a radio interview,conspiracy
293.json,False,"Says McCain was a ""Hanoi Hilton songbird"" who collaborated with the enemy.",candidates-biography,vietnam-veterans-against-john-mccain,,,none,0.0,0.0,0.0,0.0,1.0,a flyer sent to news organizations in South Carolina,"conspiracy, discredit"
6295.json,False,The Affordable Care Act will likely go down as the biggest tax increase in history.,"financial-regulation,health-care,taxes",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a news release,conspiracy
9095.json,False,"Says Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction; says Rand Paul believes the earth is 10,000 years old and God removed dinosaurs to make space for humans.","religion,science",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a post from Being Liberal,"Conspiracy, Discredit"
817.json,False,Barack Obama thinks terrorists just need a good talking to.,terrorism,republican-national-committee-republican,,,republican,6.0,6.0,11.0,5.0,2.0,a direct mail piece,"conspiracy, discredit"
2616.json,False,We havent yet taken out a negative ad.,"campaign-finance,elections,abc-news-week",christine-odonnell,Candidate for U.S. Senate,Delaware,republican,1.0,0.0,0.0,1.0,2.0,a debate,discredit
9957.json,False,"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.","congress,crime,ethics",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a Facebook meme,"conspiracy, discredit"
9235.json,False,The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,"china,environment,government-regulation",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,multiple blog and video posts,"conspiracy, discredit"
7426.json,False,Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,guns,bill-jackson,State Senator,Georgia,republican,0.0,0.0,0.0,0.0,1.0,a meeting,conspiracy
4198.json,False,Says Ohio Treasurer Josh Mandel supports allowing the United States to default on its obligations.,"deficit,federal-budget",ohio-democratic-party,,Ohio,democrat,4.0,1.0,2.0,2.0,2.0,a news release,"conspiracy, discredit"
9779.json,False,"Says Ted Cruz was just bribed by the Kochs to introduce a bill that would give them and their allies Americas national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.","campaign-finance,candidates-biography,crime,environment",occupy-democrats,,,organization,0.0,4.0,3.0,1.0,4.0,a Facebook photo post,"conspiracy, discredit"
13512.json,False,Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,immigration,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,"social media posts, blogs","Conspiracy, Discredit"
5124.json,False,Says Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,"abortion,bipartisanship,candidates-biography,children,china,environment,federal-budget,message-machine-2012",restore-our-future,super PAC,,republican,1.0,0.0,3.0,1.0,2.0,a television ad,"conspiracy, discredit"
7607.json,False,Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,transportation,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,an interview televised March 22 on “State of Ohio”,conspiracy
10906.json,False,"The runnerup to Caitlyn Jenner for ESPNs Arthur Ashe Courage Award was Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.","pop-culture,sports",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,in posts on Facebook,conspiracy
12179.json,False,Evidence shows Zika virus turns fetus brains to liquid.,public-health,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,a informal news website,conspiracy
2723.json,False,Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.,"economy,jobs,message-machine,state-budget,transparency",ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,a campaign video,"conspiracy, discredit"
7790.json,False,Boston Marathon bombing suspect Tamerlan Tsarnaev is buried not far from President Kennedys grave.,"crime,history,islam,pundits,religion,terrorism",john-depetro,Talk-show host,Rhode Island,talk-show-host,0.0,3.0,0.0,0.0,3.0,a comment on WPRO radio.,Conspiracy
2460.json,False,"Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves.","message-machine,social-security",steve-kagen,U.S. House member -- 8th District,Wisconsin,democrat,0.0,0.0,0.0,0.0,2.0,a campaign TV ad,"Conspiracy, Discredit"
